#,username,data
1,Eth_Man,57701.98953298836
2,Basoosh,37931.44738413978
3,,31641.28563569178
4,carlslarson,26006.26272464989
5,Jake123194,23208.7203571337
6,MemeyCurmudgeon,10075.933417235445
7,kohrts,9078.60958856186
8,,3635.1978707037256
9,rustedpopcorn,1865.6966915530593
10,diarpiiiii,1864.3201511416173
11,IHaventEvenGotADog,1521.5718590447912
12,YokoSloNo,1359.935882904054
13,,1350.5506659805194
14,,1334.2232522301877
15,killawaspattack,1311.9949143089036
16,Aguaskeepartdeux,1287.3740008021484
17,devboricha,1254.026633020951
18,ALiteralHamSandwich,1202.9891672792965
19,Cryptonault,1172.731673505507
20,DDDUnit2990,842.0392845139856
21,PoojaaPriyaa,833.7539618017914
22,MicThess,678.9653179414472
23,,604.5667010786118
24,,604.5667010786118
25,ejdunia,497.02171229352166
26,ponder_that,400.12859181772575
27,sirjakobos,350.38742711802934
28,SqrHornet,320.15351593368223
29,__CRUSH__,317.7609465952757
30,what_the_deuce,314.48193096106564
31,diggipiggi,282.83509268008646
32,13illini,237.11839479052315
33,steamyp,186.1780200917632
34,ethereum88,141.1885496754685
35,,130.50884962361053
36,,21.850422643986974
37,Wilt_The_Stilt_,15.190757557796106
38,,8.796414602485811
39,pc1e0,3.1028613290228755
40,Interesting-Engine34,3.009893134828964
41,rsblk,1.2594178095470774
